Dataset,Chart,Columns
Air Quality Missing Data.csv,Bubble Chart,Ozone vs Solar
Air Quality Missing Data.csv,Scatter Plot,Ozone vs Wind
Air Quality Missing Data.csv,Bubble Chart,Ozone vs Wind
Air Quality Missing Data.csv,Scatter Plot,Ozone vs Temp
Air Quality Missing Data.csv,Bubble Chart,Ozone vs Temp
Air Quality Missing Data.csv,Scatter Plot,Solar vs Wind
Air Quality Missing Data.csv,Bubble Chart,Solar vs Wind
Air Quality Missing Data.csv,Scatter Plot,Solar vs Temp
Air Quality Missing Data.csv,Bubble Chart,Solar vs Temp
Air Quality Missing Data.csv,Scatter Plot,Wind vs Temp
Air Quality Missing Data.csv,Bubble Chart,Wind vs Temp
Air Quality Missing Data.csv,Pair Plot,"Ozone, Solar, Wind, Temp"
Air Quality Missing Data.csv,Correlation Heatmap,"Ozone, Solar, Wind, Temp"
Air Quality Missing Data.csv,Line Chart,Date vs Ozone
Air Quality Missing Data.csv,Area Chart,Date vs Ozone
Air Quality Missing Data.csv,Line Chart,Date vs Solar
Air Quality Missing Data.csv,Area Chart,Date vs Solar
Air Quality Missing Data.csv,Line Chart,Date vs Wind
Air Quality Missing Data.csv,Area Chart,Date vs Wind
Air Quality Missing Data.csv,Line Chart,Date vs Temp
Air Quality Missing Data.csv,Area Chart,Date vs Temp
Air Quality Missing Data.csv,Multi Line Chart,"Date vs ['Ozone', 'Solar', 'Wind', 'Temp']"
Air Quality Missing Data.csv,Stacked Area Chart,"Date vs ['Ozone', 'Solar', 'Wind', 'Temp']"
Airline Delay.csv,Histogram,arr_flights
Airline Delay.csv,Density Plot,arr_flights
Airline Delay.csv,Box Plot,arr_flights
Airline Delay.csv,Violin Plot,arr_flights
Airline Delay.csv,Histogram,arr_del15
Airline Delay.csv,Density Plot,arr_del15
Airline Delay.csv,Box Plot,arr_del15
Airline Delay.csv,Violin Plot,arr_del15
Airline Delay.csv,Histogram,carrier_ct
Airline Delay.csv,Density Plot,carrier_ct
Airline Delay.csv,Box Plot,carrier_ct
Airline Delay.csv,Violin Plot,carrier_ct
Airline Delay.csv,Histogram,weather_ct
Airline Delay.csv,Density Plot,weather_ct
Airline Delay.csv,Box Plot,weather_ct
Airline Delay.csv,Violin Plot,weather_ct
Airline Delay.csv,Histogram,nas_ct
Airline Delay.csv,Density Plot,nas_ct
Airline Delay.csv,Box Plot,nas_ct
Airline Delay.csv,Violin Plot,nas_ct
Airline Delay.csv,Histogram,security_ct
Airline Delay.csv,Density Plot,security_ct
Airline Delay.csv,Box Plot,security_ct
Airline Delay.csv,Violin Plot,security_ct
Airline Delay.csv,Histogram,late_aircraft_ct
Airline Delay.csv,Density Plot,late_aircraft_ct
Airline Delay.csv,Box Plot,late_aircraft_ct
Airline Delay.csv,Violin Plot,late_aircraft_ct
Airline Delay.csv,Histogram,arr_cancelled
Airline Delay.csv,Density Plot,arr_cancelled
Airline Delay.csv,Box Plot,arr_cancelled
Airline Delay.csv,Violin Plot,arr_cancelled
Airline Delay.csv,Histogram,arr_diverted
Airline Delay.csv,Density Plot,arr_diverted
Airline Delay.csv,Box Plot,arr_diverted
Airline Delay.csv,Violin Plot,arr_diverted
Airline Delay.csv,Histogram,arr_delay
Airline Delay.csv,Density Plot,arr_delay
Airline Delay.csv,Box Plot,arr_delay
Airline Delay.csv,Violin Plot,arr_delay
Airline Delay.csv,Histogram,carrier_delay
Airline Delay.csv,Density Plot,carrier_delay
Airline Delay.csv,Box Plot,carrier_delay
Airline Delay.csv,Violin Plot,carrier_delay
Airline Delay.csv,Histogram,weather_delay
Airline Delay.csv,Density Plot,weather_delay
Airline Delay.csv,Box Plot,weather_delay
Airline Delay.csv,Violin Plot,weather_delay
Airline Delay.csv,Histogram,nas_delay
Airline Delay.csv,Density Plot,nas_delay
Airline Delay.csv,Box Plot,nas_delay
Airline Delay.csv,Violin Plot,nas_delay
Airline Delay.csv,Histogram,security_delay
Airline Delay.csv,Density Plot,security_delay
Airline Delay.csv,Box Plot,security_delay
Airline Delay.csv,Violin Plot,security_delay
Airline Delay.csv,Histogram,late_aircraft_delay
Airline Delay.csv,Density Plot,late_aircraft_delay
Airline Delay.csv,Box Plot,late_aircraft_delay
Airline Delay.csv,Violin Plot,late_aircraft_delay
Airline Delay.csv,Bar Chart,month
Airline Delay.csv,Horizontal Bar Chart,month
Airline Delay.csv,Pie Chart,month
Airline Delay.csv,Donut Chart,month
Airline Delay.csv,Bar Chart,carrier
Airline Delay.csv,Horizontal Bar Chart,carrier
Airline Delay.csv,Pie Chart,carrier
Airline Delay.csv,Donut Chart,carrier
Airline Delay.csv,Bar Chart,carrier_name
Airline Delay.csv,Horizontal Bar Chart,carrier_name
Airline Delay.csv,Pie Chart,carrier_name
Airline Delay.csv,Donut Chart,carrier_name
Airline Delay.csv,Scatter Plot,arr_flights vs arr_del15
Airline Delay.csv,Bubble Chart,arr_flights vs arr_del15
Airline Delay.csv,Scatter Plot,arr_flights vs carrier_ct
Airline Delay.csv,Bubble Chart,arr_flights vs carrier_ct
Airline Delay.csv,Scatter Plot,arr_flights vs weather_ct
Airline Delay.csv,Bubble Chart,arr_flights vs weather_ct
Airline Delay.csv,Scatter Plot,arr_flights vs nas_ct
Airline Delay.csv,Bubble Chart,arr_flights vs nas_ct
Airline Delay.csv,Scatter Plot,arr_flights vs security_ct
Airline Delay.csv,Bubble Chart,arr_flights vs security_ct
Airline Delay.csv,Scatter Plot,arr_flights vs late_aircraft_ct
Airline Delay.csv,Bubble Chart,arr_flights vs late_aircraft_ct
Airline Delay.csv,Scatter Plot,arr_flights vs arr_cancelled
Airline Delay.csv,Bubble Chart,arr_flights vs arr_cancelled
Airline Delay.csv,Scatter Plot,arr_flights vs arr_diverted
Airline Delay.csv,Bubble Chart,arr_flights vs arr_diverted
Airline Delay.csv,Scatter Plot,arr_flights vs arr_delay
Airline Delay.csv,Bubble Chart,arr_flights vs arr_delay
Airline Delay.csv,Scatter Plot,arr_flights vs carrier_delay
Airline Delay.csv,Bubble Chart,arr_flights vs carrier_delay
Airline Delay.csv,Scatter Plot,arr_flights vs weather_delay
Airline Delay.csv,Bubble Chart,arr_flights vs weather_delay
Airline Delay.csv,Scatter Plot,arr_flights vs nas_delay
Airline Delay.csv,Bubble Chart,arr_flights vs nas_delay
Airline Delay.csv,Scatter Plot,arr_flights vs security_delay
Airline Delay.csv,Bubble Chart,arr_flights vs security_delay
Airline Delay.csv,Scatter Plot,arr_flights vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,arr_flights vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,arr_del15 vs carrier_ct
Airline Delay.csv,Bubble Chart,arr_del15 vs carrier_ct
Airline Delay.csv,Scatter Plot,arr_del15 vs weather_ct
Airline Delay.csv,Bubble Chart,arr_del15 vs weather_ct
Airline Delay.csv,Scatter Plot,arr_del15 vs nas_ct
Airline Delay.csv,Bubble Chart,arr_del15 vs nas_ct
Airline Delay.csv,Scatter Plot,arr_del15 vs security_ct
Airline Delay.csv,Bubble Chart,arr_del15 vs security_ct
Airline Delay.csv,Scatter Plot,arr_del15 vs late_aircraft_ct
Airline Delay.csv,Bubble Chart,arr_del15 vs late_aircraft_ct
Airline Delay.csv,Scatter Plot,arr_del15 vs arr_cancelled
Airline Delay.csv,Bubble Chart,arr_del15 vs arr_cancelled
Airline Delay.csv,Scatter Plot,arr_del15 vs arr_diverted
Airline Delay.csv,Bubble Chart,arr_del15 vs arr_diverted
Airline Delay.csv,Scatter Plot,arr_del15 vs arr_delay
Airline Delay.csv,Bubble Chart,arr_del15 vs arr_delay
Airline Delay.csv,Scatter Plot,arr_del15 vs carrier_delay
Airline Delay.csv,Bubble Chart,arr_del15 vs carrier_delay
Airline Delay.csv,Scatter Plot,arr_del15 vs weather_delay
Airline Delay.csv,Bubble Chart,arr_del15 vs weather_delay
Airline Delay.csv,Scatter Plot,arr_del15 vs nas_delay
Airline Delay.csv,Bubble Chart,arr_del15 vs nas_delay
Airline Delay.csv,Scatter Plot,arr_del15 vs security_delay
Airline Delay.csv,Bubble Chart,arr_del15 vs security_delay
Airline Delay.csv,Scatter Plot,arr_del15 vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,arr_del15 vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,carrier_ct vs weather_ct
Airline Delay.csv,Bubble Chart,carrier_ct vs weather_ct
Airline Delay.csv,Scatter Plot,carrier_ct vs nas_ct
Airline Delay.csv,Bubble Chart,carrier_ct vs nas_ct
Airline Delay.csv,Scatter Plot,carrier_ct vs security_ct
Airline Delay.csv,Bubble Chart,carrier_ct vs security_ct
Airline Delay.csv,Scatter Plot,carrier_ct vs late_aircraft_ct
Airline Delay.csv,Bubble Chart,carrier_ct vs late_aircraft_ct
Airline Delay.csv,Scatter Plot,carrier_ct vs arr_cancelled
Airline Delay.csv,Bubble Chart,carrier_ct vs arr_cancelled
Airline Delay.csv,Scatter Plot,carrier_ct vs arr_diverted
Airline Delay.csv,Bubble Chart,carrier_ct vs arr_diverted
Airline Delay.csv,Scatter Plot,carrier_ct vs arr_delay
Airline Delay.csv,Bubble Chart,carrier_ct vs arr_delay
Airline Delay.csv,Scatter Plot,carrier_ct vs carrier_delay
Airline Delay.csv,Bubble Chart,carrier_ct vs carrier_delay
Airline Delay.csv,Scatter Plot,carrier_ct vs weather_delay
Airline Delay.csv,Bubble Chart,carrier_ct vs weather_delay
Airline Delay.csv,Scatter Plot,carrier_ct vs nas_delay
Airline Delay.csv,Bubble Chart,carrier_ct vs nas_delay
Airline Delay.csv,Scatter Plot,carrier_ct vs security_delay
Airline Delay.csv,Bubble Chart,carrier_ct vs security_delay
Airline Delay.csv,Scatter Plot,carrier_ct vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,carrier_ct vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,weather_ct vs nas_ct
Airline Delay.csv,Bubble Chart,weather_ct vs nas_ct
Airline Delay.csv,Scatter Plot,weather_ct vs security_ct
Airline Delay.csv,Bubble Chart,weather_ct vs security_ct
Airline Delay.csv,Scatter Plot,weather_ct vs late_aircraft_ct
Airline Delay.csv,Bubble Chart,weather_ct vs late_aircraft_ct
Airline Delay.csv,Scatter Plot,weather_ct vs arr_cancelled
Airline Delay.csv,Bubble Chart,weather_ct vs arr_cancelled
Airline Delay.csv,Scatter Plot,weather_ct vs arr_diverted
Airline Delay.csv,Bubble Chart,weather_ct vs arr_diverted
Airline Delay.csv,Scatter Plot,weather_ct vs arr_delay
Airline Delay.csv,Bubble Chart,weather_ct vs arr_delay
Airline Delay.csv,Scatter Plot,weather_ct vs carrier_delay
Airline Delay.csv,Bubble Chart,weather_ct vs carrier_delay
Airline Delay.csv,Scatter Plot,weather_ct vs weather_delay
Airline Delay.csv,Bubble Chart,weather_ct vs weather_delay
Airline Delay.csv,Scatter Plot,weather_ct vs nas_delay
Airline Delay.csv,Bubble Chart,weather_ct vs nas_delay
Airline Delay.csv,Scatter Plot,weather_ct vs security_delay
Airline Delay.csv,Bubble Chart,weather_ct vs security_delay
Airline Delay.csv,Scatter Plot,weather_ct vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,weather_ct vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,nas_ct vs security_ct
Airline Delay.csv,Bubble Chart,nas_ct vs security_ct
Airline Delay.csv,Scatter Plot,nas_ct vs late_aircraft_ct
Airline Delay.csv,Bubble Chart,nas_ct vs late_aircraft_ct
Airline Delay.csv,Scatter Plot,nas_ct vs arr_cancelled
Airline Delay.csv,Bubble Chart,nas_ct vs arr_cancelled
Airline Delay.csv,Scatter Plot,nas_ct vs arr_diverted
Airline Delay.csv,Bubble Chart,nas_ct vs arr_diverted
Airline Delay.csv,Scatter Plot,nas_ct vs arr_delay
Airline Delay.csv,Bubble Chart,nas_ct vs arr_delay
Airline Delay.csv,Scatter Plot,nas_ct vs carrier_delay
Airline Delay.csv,Bubble Chart,nas_ct vs carrier_delay
Airline Delay.csv,Scatter Plot,nas_ct vs weather_delay
Airline Delay.csv,Bubble Chart,nas_ct vs weather_delay
Airline Delay.csv,Scatter Plot,nas_ct vs nas_delay
Airline Delay.csv,Bubble Chart,nas_ct vs nas_delay
Airline Delay.csv,Scatter Plot,nas_ct vs security_delay
Airline Delay.csv,Bubble Chart,nas_ct vs security_delay
Airline Delay.csv,Scatter Plot,nas_ct vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,nas_ct vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,security_ct vs late_aircraft_ct
Airline Delay.csv,Bubble Chart,security_ct vs late_aircraft_ct
Airline Delay.csv,Scatter Plot,security_ct vs arr_cancelled
Airline Delay.csv,Bubble Chart,security_ct vs arr_cancelled
Airline Delay.csv,Scatter Plot,security_ct vs arr_diverted
Airline Delay.csv,Bubble Chart,security_ct vs arr_diverted
Airline Delay.csv,Scatter Plot,security_ct vs arr_delay
Airline Delay.csv,Bubble Chart,security_ct vs arr_delay
Airline Delay.csv,Scatter Plot,security_ct vs carrier_delay
Airline Delay.csv,Bubble Chart,security_ct vs carrier_delay
Airline Delay.csv,Scatter Plot,security_ct vs weather_delay
Airline Delay.csv,Bubble Chart,security_ct vs weather_delay
Airline Delay.csv,Scatter Plot,security_ct vs nas_delay
Airline Delay.csv,Bubble Chart,security_ct vs nas_delay
Airline Delay.csv,Scatter Plot,security_ct vs security_delay
Airline Delay.csv,Bubble Chart,security_ct vs security_delay
Airline Delay.csv,Scatter Plot,security_ct vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,security_ct vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs arr_cancelled
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs arr_cancelled
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs arr_diverted
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs arr_diverted
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs arr_delay
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs arr_delay
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs carrier_delay
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs carrier_delay
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs weather_delay
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs weather_delay
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs nas_delay
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs nas_delay
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs security_delay
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs security_delay
Airline Delay.csv,Scatter Plot,late_aircraft_ct vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,late_aircraft_ct vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,arr_cancelled vs arr_diverted
Airline Delay.csv,Bubble Chart,arr_cancelled vs arr_diverted
Airline Delay.csv,Scatter Plot,arr_cancelled vs arr_delay
Airline Delay.csv,Bubble Chart,arr_cancelled vs arr_delay
Airline Delay.csv,Scatter Plot,arr_cancelled vs carrier_delay
Airline Delay.csv,Bubble Chart,arr_cancelled vs carrier_delay
Airline Delay.csv,Scatter Plot,arr_cancelled vs weather_delay
Airline Delay.csv,Bubble Chart,arr_cancelled vs weather_delay
Airline Delay.csv,Scatter Plot,arr_cancelled vs nas_delay
Airline Delay.csv,Bubble Chart,arr_cancelled vs nas_delay
Airline Delay.csv,Scatter Plot,arr_cancelled vs security_delay
Airline Delay.csv,Bubble Chart,arr_cancelled vs security_delay
Airline Delay.csv,Scatter Plot,arr_cancelled vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,arr_cancelled vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,arr_diverted vs arr_delay
Airline Delay.csv,Bubble Chart,arr_diverted vs arr_delay
Airline Delay.csv,Scatter Plot,arr_diverted vs carrier_delay
Airline Delay.csv,Bubble Chart,arr_diverted vs carrier_delay
Airline Delay.csv,Scatter Plot,arr_diverted vs weather_delay
Airline Delay.csv,Bubble Chart,arr_diverted vs weather_delay
Airline Delay.csv,Scatter Plot,arr_diverted vs nas_delay
Airline Delay.csv,Bubble Chart,arr_diverted vs nas_delay
Airline Delay.csv,Scatter Plot,arr_diverted vs security_delay
Airline Delay.csv,Bubble Chart,arr_diverted vs security_delay
Airline Delay.csv,Scatter Plot,arr_diverted vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,arr_diverted vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,arr_delay vs carrier_delay
Airline Delay.csv,Bubble Chart,arr_delay vs carrier_delay
Airline Delay.csv,Scatter Plot,arr_delay vs weather_delay
Airline Delay.csv,Bubble Chart,arr_delay vs weather_delay
Airline Delay.csv,Scatter Plot,arr_delay vs nas_delay
Airline Delay.csv,Bubble Chart,arr_delay vs nas_delay
Airline Delay.csv,Scatter Plot,arr_delay vs security_delay
Airline Delay.csv,Bubble Chart,arr_delay vs security_delay
Airline Delay.csv,Scatter Plot,arr_delay vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,arr_delay vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,carrier_delay vs weather_delay
Airline Delay.csv,Bubble Chart,carrier_delay vs weather_delay
Airline Delay.csv,Scatter Plot,carrier_delay vs nas_delay
Airline Delay.csv,Bubble Chart,carrier_delay vs nas_delay
Airline Delay.csv,Scatter Plot,carrier_delay vs security_delay
Airline Delay.csv,Bubble Chart,carrier_delay vs security_delay
Airline Delay.csv,Scatter Plot,carrier_delay vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,carrier_delay vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,weather_delay vs nas_delay
Airline Delay.csv,Bubble Chart,weather_delay vs nas_delay
Airline Delay.csv,Scatter Plot,weather_delay vs security_delay
Airline Delay.csv,Bubble Chart,weather_delay vs security_delay
Airline Delay.csv,Scatter Plot,weather_delay vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,weather_delay vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,nas_delay vs security_delay
Airline Delay.csv,Bubble Chart,nas_delay vs security_delay
Airline Delay.csv,Scatter Plot,nas_delay vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,nas_delay vs late_aircraft_delay
Airline Delay.csv,Scatter Plot,security_delay vs late_aircraft_delay
Airline Delay.csv,Bubble Chart,security_delay vs late_aircraft_delay
Airline Delay.csv,Box Plot,month vs arr_flights
Airline Delay.csv,Violin Plot,month vs arr_flights
Airline Delay.csv,Bar Chart,month vs arr_flights
Airline Delay.csv,Stacked Bar Chart,month vs arr_flights
Airline Delay.csv,Box Plot,month vs arr_del15
Airline Delay.csv,Violin Plot,month vs arr_del15
Airline Delay.csv,Bar Chart,month vs arr_del15
Airline Delay.csv,Stacked Bar Chart,month vs arr_del15
Airline Delay.csv,Box Plot,month vs carrier_ct
Airline Delay.csv,Violin Plot,month vs carrier_ct
Airline Delay.csv,Bar Chart,month vs carrier_ct
Airline Delay.csv,Stacked Bar Chart,month vs carrier_ct
Airline Delay.csv,Box Plot,month vs weather_ct
Airline Delay.csv,Violin Plot,month vs weather_ct
Airline Delay.csv,Bar Chart,month vs weather_ct
Airline Delay.csv,Stacked Bar Chart,month vs weather_ct
Airline Delay.csv,Box Plot,month vs nas_ct
Airline Delay.csv,Violin Plot,month vs nas_ct
Airline Delay.csv,Bar Chart,month vs nas_ct
Airline Delay.csv,Stacked Bar Chart,month vs nas_ct
Airline Delay.csv,Box Plot,month vs security_ct
Airline Delay.csv,Violin Plot,month vs security_ct
Airline Delay.csv,Bar Chart,month vs security_ct
Airline Delay.csv,Stacked Bar Chart,month vs security_ct
Airline Delay.csv,Box Plot,month vs late_aircraft_ct
Airline Delay.csv,Violin Plot,month vs late_aircraft_ct
Airline Delay.csv,Bar Chart,month vs late_aircraft_ct
Airline Delay.csv,Stacked Bar Chart,month vs late_aircraft_ct
Airline Delay.csv,Box Plot,month vs arr_cancelled
Airline Delay.csv,Violin Plot,month vs arr_cancelled
Airline Delay.csv,Bar Chart,month vs arr_cancelled
Airline Delay.csv,Stacked Bar Chart,month vs arr_cancelled
Airline Delay.csv,Box Plot,month vs arr_diverted
Airline Delay.csv,Violin Plot,month vs arr_diverted
Airline Delay.csv,Bar Chart,month vs arr_diverted
Airline Delay.csv,Stacked Bar Chart,month vs arr_diverted
Airline Delay.csv,Box Plot,month vs arr_delay
Airline Delay.csv,Violin Plot,month vs arr_delay
Airline Delay.csv,Bar Chart,month vs arr_delay
Airline Delay.csv,Stacked Bar Chart,month vs arr_delay
Airline Delay.csv,Box Plot,month vs carrier_delay
Airline Delay.csv,Violin Plot,month vs carrier_delay
Airline Delay.csv,Bar Chart,month vs carrier_delay
